"1809","Cloud 9 Air Charters",NULL,"CLZ","CLOUDLINE","South Africa"
"1810","Clowes Estates Limited",NULL,"CLD","CLOWES","United Kingdom"
"1811","Club 328",NULL,"SDJ","SPACEJET","United Kingdom"
"1812","Club Air","6P","ISG","CLUBAIR","Italy"
"1813","Coast Air","BX","CST","COAST CENTER","Norway"
"1814","Coastal Air","DQ",,"U.S. Virgin Islands","United States"
"1815","Coastal Air Transport",NULL,"TCL","TRANS COASTAL","United States"
"1816","Coastal Airways",NULL,"CNG","SID-AIR","United States"
"1817","Coastal Travels",NULL,"CSV","COASTAL TRAVEL","Tanzania"
"1818","Cohlmia Aviation",NULL,"CHL","COHLMIA","United States"
"1819","Colaereos",NULL,"OLR","COLAEREOS","Ecuador"
"1820","Colemill Enterprises",NULL,"CLE","COLEMILL","United States"
"1821","Colgan Air","9L","CJC","COLGAN","United States"
"1822","Colibri Aviation",NULL,"CAE","HUMMINGBIRD","Canada"
"1823","Colt International",NULL,"CCX",,"United States"
"1824","Columbia Airlines",NULL,"COL","COLAIR","Canada"
"1825","Columbia Helicopters",NULL,"WCO","COLUMBIA HELI","United States"
"1826","Columbus Air Transport",NULL,"KLR","KAY-LER","United States"
"1827","Colvin Aviation",NULL,"GHP","GRASSHOPPER EX","United States"
"1828","Comair","OH","COM","COMAIR","United States"
"1829","Comair","MN","CAW","COMMERCIAL","South Africa"
"1830","Comed Group",NULL,"CDE","COMEX","United Kingdom"
"1831","Comeravia",NULL,"CVV","COMERAVIA","Venezuela"
"1832","Comercial Aerea",NULL,"CRS","COMERCIAL AEREA","Mexico"
"1833","Comet Airlines",NULL,"CMG","SUNSPY","Nigeria"
"1834","Comfort Air",NULL,"FYN","FLYNN","Germany"
"1835","Comlux Aviation",NULL,"CLA","COMLUX","Switzerland"
"1836","Commair Aviation",NULL,"CMH","COMMODORE","United Kingdom"
"1837","Commandement Du Transport Aerien Militaire Francais",NULL,"CTM","COTAM","France"
"1838","Commander Air Charter",NULL,"CML","COMMANDAIR","Canada"
"1839","Commander Mexicana",NULL,"CRM","COMMANDERMEX","Mexico"
"1840","Commercial Aviation",NULL,"CMS","ACCESS","Canada"
"1841","Commodore Aviation",NULL,"GAR",,"Australia"
"1842","Commonwealth Jet Service",NULL,"CJS","COMMONWEALTH","United States"
"1843","CommutAir","C5","UCA","COMMUTAIR","United States"
"1844","Comores Airlines","KR","CWK","CONTICOM","Comoros"
"1845","Compagnia Generale Ripreseaeree",NULL,"CGR","COMPRIP","Italy"
"1846","Compagnie Aerienne du Mali",NULL,"CMM","CAMALI","Mali"
"1847","Compagnie Mauritanienne Des Transports",NULL,"CPM",,"Mauritania"
"1848","Compagnie de Bauxites de Guinee",NULL,"GIC","CEBEGE","Guinea"
"1849","Compania Aerea de Valencia",NULL,"AIF",,"Spain"
"1850","Compania Aerotecnicas Fotograficas",NULL,"ATF","AEROTECNICAS","Spain"
"1851","Compania Boliviana de Transporte Aereo Privado Aerosur",NULL,"ASU"," S.A.","ASUR"
"1852","Compania De Actividades Y Servicios De Aviacion",NULL,"LCT","STELLAIR","Spain"
"1853","Compania Ejecutiva",NULL,"EJV","EJECUTIVA","Mexico"
"1854","Compania Helicopteros Del Sureste",NULL,"HSE","HELISURESTE","Spain"
"1855","Compania Mexicana De Aeroplanos",NULL,"MDR","AEROPLANOS","Mexico"
"1856","Compania Mexicargo","GJ","MXC","MEXICARGO","Mexico"
"1857","Compania Transportes Aereos Del Sur",NULL,"HSS","TAS HELICOPTEROS","Spain"
"1858","Compania de Servicios Aereos Tavisa",NULL,"TAV","TAVISA","Spain"
"1859","Company Flight",NULL,"CYF","COMPANY FLIGHT","Denmark"
"1860","Compass Airlines","CP","CPZ","Compass Rose","United States"
"1861","Compass International Airways",NULL,"CPS","COMPASS","United Kingdom"
"1862","Compuflight Operations Service",NULL,"XCO",,"United States"
"1863","Compuserve Incorporated",NULL,"XCS",,"United States"
"1864","Conair Aviation",NULL,"CRC","CONAIR-CANADA","Canada"
"1865","Concordavia",NULL,"COD","CONCORDAVIA","Ukraine"
"1866","Condor Aero Services",NULL,"CNR","CONAERO","United States"
"1867","Condor",NULL,"CIB","CONDOR BERLIN","Germany"
"1868","Condor Flugdienst","DE","CFG","CONDOR","Germany"
"1869","Confort Air",NULL,"COF","CONFORT","Canada"
"1870","Congo Air",NULL,"CAK",,"Bahamas"
"1871","Congressional Air",NULL,"CGA","CONGRESSIONAL","United States"
"1872","Conifair Aviation",NULL,"ROY",,"Canada"
"1873","Connectair Charters",NULL,"BSN","BASTION","Canada"
"1874","Conquest Airlines",NULL,"CAC","CONQUEST AIR","United States"
"1875","Conroe Aviation Services",NULL,"CXO","CONROE AIR","United States"
"1876","Consorcio Aviaxsa","6A","CHP","AVIACSA","Mexico"
"1877","Consorcio Helitec",NULL,"VCH","CONSORCIO HELITEC","Venezuela"
"1878","Constanta Airline",NULL,"UZA","CONSTANTA","Ukraine"
"1879","Contact Air","C3","KIS","CONTACTAIR","Germany"
"1880","Contel ASC",NULL,"XCL",,"United States"
"1881","Continental Airlines","CO","COA","CONTINENTAL","United States"
"1882","Continental Airways","PC","PVV","CONTAIR","Russia"
"1883","Continental Express","CO",,"JETLINK","United States"
"1884","Continental Micronesia","CS","CMI","AIR MIKE","United States"
"1885","Continental Oil",NULL,"CON","CONOCO","United States"
"1886","Conviasa","V0","VCV","CONVIASA","Venezuela"
"1887","Cook Inlet Aviation",NULL,"CKA","COOK-AIR","United States"
"1888","Cooper Aerial Surveys",NULL,"SVY","SURVEYOR","United Kingdom"
"1889","Copa Airlines","CM","CMP","COPA","Panama"
"1890","Copenhagen Airtaxi",NULL,"CAT","AIRCAT","Denmark"
"1891","Copper State Air Service",NULL,"COP","COPPER STATE","United States"
"1892","Copterline",NULL,"AAQ","COPTERLINE","Finland"
"1893","Coptrade Air Transport",NULL,"CCW","COPTRADE AIR","Sudan"
"1894","Corendon Airlines",NULL,"CAI","CORENDON","Turkey"
"1895","Coronado Aerolineas",NULL,"CRA","CORAL","Colombia"
"1896","Corpac Canada",NULL,"CPB","PENTA","Canada"
"1897","Corporacion Aereo Cencor",NULL,"CNC","CENCOR","Mexico"
"1898","Corporacion Aeroangeles",NULL,"CPG","CORPORANG","Mexico"
"1899","Corporacion Paraguaya De Aeronautica",NULL,"CGY",,"Paraguay"
"1900","Corporate Air",NULL,"CPT","AIR SPUR","United States"
"1901","Corporate Air",NULL,"CPR","CORPAIR","United States"
"1902","Corporate Aircraft Company",NULL,"CPO","MOKAN","United States"
"1903","Corporate Airlink",NULL,"COO","CORPORATE","Canada"
"1904","Corporate Aviation Services",NULL,"CKE","CHECKMATE","United States"
"1905","Corporate Flight International",NULL,"VHT","VEGAS HEAT","United States"
"1906","Corporate Flight Management",NULL,"VTE","VOLUNTEER","United States"
"1907","Corporate Jets",NULL,"CJI","SEA JET","United States"
"1908","Corsairfly","SS","CRL","CORSAIR","France"
"1909","Corse-Mediterranee","XK","CCM","CORSICA","France"
"1910","Cosmic Air","F5","COZ","COSMIC AIR","Nepal"
"1911","Cougar Helicopters",NULL,"CHI","COUGAR","Canada"
"1912","Coulson Flying Service",NULL,"MGB","MOCKINGBIRD","United Kingdom"
"1913","Country Connection Airlines",NULL,"NSW",,"Australia"
"1914","Country International Airlines",NULL,"CIK","COUNTRY AIR","Kyrgyzstan"
"1915","Courier Services",NULL,"CSD","DELIVERY","United States"
"1916","Court Helicopters",NULL,"CUT","COURT AIR","South Africa"
"1917","Coval Air",NULL,"CVL","COVAL","Canada"
"1918","Cowi",NULL,"COW","COWI","Netherlands"
"1919","Coyne Aviation",NULL,"COY","COYNE AIR","United Kingdom"
"1920","Cranfield University",NULL,"CFD","AERONAUT","United Kingdom"
"1921","Cree Airways",NULL,"CRE","CREE AIR","Canada"
"1922","Crelam",NULL,"ELM","CRELAM","Mexico"
"1923","Crest Aviation",NULL,"CAN","CREST","United Kingdom"
"1924","Crimea Universal Avia",NULL,"KRM","TRANS UNIVERSAL","Ukraine"
"1925","Croatia Airlines","OU","CTN","CROATIA","Croatia"
"1926","Croatian Air Force",NULL,"HRZ","CROATIAN AIRFORCE","Croatia"
"1927","Cross Aviation",NULL,"CRX","CROSSAIR","United Kingdom"
"1928","Crossair Europe","QE","ECC","Cigogne","Switzerland"
"1929","Crow Executive Air",NULL,"CWX","CROW EXPRESS","United States"
"1930","Crown Air Systems",NULL,"CKR","CROWN AIR","United States"
"1931","Crown Airways",NULL,"CRO","CROWN AIRWAYS","United States"
"1932","Crownair",NULL,"CRW","REGAL","Canada"
"1933","Cruiser Linhas Aereas",NULL,"VCR","VOE CRUISER","Brazil"
"1934","Cryderman Air Service",NULL,"CTY","CENTURY","United States"
"1935","Crystal Shamrock",NULL,"CYT","CRYSTAL-AIR","United States"
"1936","Cubana de Aviación","CU","CUB","CUBANA","Cuba"
"1937","Cumberland Airways (Nicholson Air Service)",NULL,"CBL","CUMBERLAND","United States"
"1938","Custom Air Transport",NULL,"CTT","CATT","United States"
"1939","Cygnus Air",NULL,"RGN","CYGNUS AIR","Spain"
"1940","Cyprair Tours",NULL,"CYC","CYPRAIR","Cyprus"
"1941","Cypress Airlines",NULL,"CYS","SKYBIRD","Canada"
"1942","Cyprus Airways","CY","CYP","CYPRUS","Cyprus"
"1943","Cyprus Turkish Airlines","YK",,,"Turkey"
"1944","Czech Air Force",NULL,"CEF","CZECH AIR FORCE","Czech Republic"
"1945","Czech Air Handling",NULL,"AHD","AIRHANDLING","Czech Republic"
"1946","Czech Airlines","OK","CSA","CSA-LINES","Czech Republic"
"1947","Czech Government Flying Service",NULL,"CIE","CZECHIA","Czech Republic"
"1948","D & D Aviation",NULL,"DDA","DUSTY","United States"
"1949","D&K Aviation",NULL,"DNK","DIRECT JET","United States"
"1950","DAP Helicopteros",NULL,"DHE","HELIDAP","Chile"
"1951","DFS UK Limited",NULL,"VLF","VOLANTE","United Kingdom"
"1952","DAS Air Cargo","WD","DSR","DAIRAIR","Uganda"
"1953","DAS Airlines",NULL,"RKC","DAS CONGO","Democratic Republic of the Congo"
"1954","DAT Danish Air Transport","DX","DTR","DANISH","Denmark"
"1955","DAT Enterprise Limited",NULL,"ENT","DATENT","United Kingdom"
"1956","DERA Boscombe Down",NULL,"BDN","GAUNTLET","United Kingdom"
"1957","DESNA",NULL,"DSN","DESNA","Ukraine"
"1958","DETA Air",NULL,"DET","SAMAL","Kazakhstan"
"1959","DGO Jet",NULL,"DGO","DGO JET","Mexico"
"1960","DHL Aero Expreso",NULL,"DAE","YELLOW","Panama"
"1961","DHL Air",NULL,"DHK","WORLD EXPRESS","United Kingdom"
"1962","DHL Aviation",NULL,"DHV","WORLDSTAR","South Africa"
"1963","DHL International","ES","DHX","DILMUN","Bahrain"
"1964","DHL de Guatemala","L3","JOS",,"Guatemala"
"1965","DSWA",NULL,"RSK","REDSKIN","United States"
"1966","Daallo Airlines","D3","DAO","DALO AIRLINES","Djibouti"
"1967","Dagestan Airlines","N2","DAG","DAGAL","Russia"
"1968","Dahla Airlines",NULL,"DHA",,"Democratic Republic of Congo"
"1969","Daimler Chrysler Aviation",NULL,"DCS","TWIN STAR","Germany"
"1970","Daimler-Chrysler",NULL,"DCX","DAIMLER","United States"
"1971","Daka",NULL,"DKA",,"Kazakhstan"
"1972","Dala Air Services",NULL,"DLR","DALA AIR","Nigeria"
"1973","Dalavia","H8","KHB","DALAVIA","Russia"
"1974","Dallas Express Airlines",NULL,"DXP","DALLAS EXPRESS","United States"
"1975","Damascene Airways",NULL,"DAS","AIRDAM","Syrian Arab Republic"
"1976","Danbury Airways",NULL,"DSA","DANBURY AIRWAYS","United States"
"1977","Dancopter",NULL,"DOP","DANCOPTER","Denmark"
"1978","Danish Air Force",NULL,"DAF","DANISH AIRFORCE","Denmark"
"1979","Danish Army",NULL,"DAR","DANISH ARMY","Denmark"
"1980","Danish Navy",NULL,"DNY","DANISH NAVY","Denmark"
"1981","Danu Oro Transportas",NULL,"DNU","DANU","Lithuania"
"1982","Darta",NULL,"DRT","DARTA","France"
"1983","Darwin Airline","0D","DWT","DARWIN","Switzerland"
"1984","Dasab Airlines",NULL,"DSQ","DASAB AIR","Uganda"
"1985","Dash Air Charter",NULL,"DSH","DASH CHARTER","United States"
"1986","Dash Aviation",NULL,"GOB","PILGRIM","United Kingdom"
"1987","Dasnair",NULL,"DGX","DASNA","Switzerland"
"1988","Dassault Aviation",NULL,"DAB",,"France"
"1989","Dassault Falcon Jet Corporation",NULL,"CVF","CLOVERLEAF","United States"
"1990","Dassault Falcon Service",NULL,"DSO","DASSAULT","France"
"1991","Data International",NULL,"DTN","DATA AIR","Sudan"
"1992","Date Transformation Corp",NULL,"XDT",,"United States"
"1993","Dauair","D5","DAU","DAUAIR","Germany"
"1994","David Crawshaw Consultants Limited",NULL,"DCO",,"United Kingdom"
"1995","Dawn Air",NULL,"DWN","DAWN AIR","United States"
"1996","DayJet",NULL,"DJS","DAYJET","United States"
"1997","Daya Aviation",NULL,"DAY","DAYA","Sri Lanka"
"1998","De Havilland",NULL,"DHC","DEHAVILLAND","Canada"
"1999","Deadalos Flugtbetriebs",NULL,"IAY","IASON","Austria"
"2000","Decatur Aviation",NULL,"DAA","DECUR","United States"
"2001","Deccan Aviation",NULL,"DKN","DECCAN","India"
"2002","Deccan Aviation (Lanka)",NULL,"DLK","DEKKANLANKA","Sri Lanka"
"2003","Deer Jet",NULL,"DER","DEER JET","China"
"2004","Deere and Company",NULL,"JDC","JOHN DEERE","United States"
"2005","Delaware Skyways",NULL,"DWR","DELAWARE","United States"
"2006","Delta Aerotaxi",NULL,"DEA","JET SERVICE","Italy"
"2007","Delta Air Charter",NULL,"SNO","SNOWBALL","Canada"
"2008","Delta Air Elite",NULL,"ELJ","ELITE JET","United States"
"2009","Delta Air Lines","DL","DAL","DELTA","United States"
"2010","Delta Engineering Aviation",NULL,"KMB","KEMBLEJET","United Kingdom"
"2011","Delta Express International",NULL,"DLI","DELTA EXPRESS","Ukraine"
"2012","Delta State University",NULL,"DSU","DELTA STATE","United States"
"2013","Denim Air",NULL,"DNM","DENIM","Netherlands"
"2014","Denver Express",NULL,"FEC","FALCON EXPRESS","United States"
"2015","Denver Jet",NULL,"DJT","DENVER JET","United States"
"2016","Departmento De Agricultura De La Generalitat De Cataluna",NULL,"FGC","FORESTALES","Spain"
"2017","Deraya Air Taxi",NULL,"DRY","DERAYA","Indonesia"
"2018","Des R Cargo Express",NULL,"DRX",,"Mauritania"
"2019","Desarrollo Milaz",NULL,"MIZ","MILAZ","Mexico"
"2020","Destiny Air Services",NULL,"DTY","DESTINY","Sierra Leone"
"2021","Deutsche Bahn","2A",,,"Germany"
"2022","Deutsche Rettungsflugwacht","1I","AMB","CIVIL AIR AMBULANCE","Germany"
"2023","Deutsches Zentrum fur Luft-und Raumfahrt EV",NULL,"LFO","LUFO","Germany"
"2024","Di Air",NULL,"DIS","DI AIR","Serbia"
"2025","Diamond Aviation",NULL,"SPK","SPARKLE","United States"
"2026","Didier Rousset Buy",NULL,"DRB","DIDIER","Chile"
"2027","Digital Equipment Corporation",NULL,"DGT","DIGITAL","United States"
"2028","Dinar","D7","RDN","AERO DINAR","Argentina"
"2029","Diplomatic Freight Services",NULL,"DIP","DIPFREIGHT","United Kingdom"
"2030","Direccion General de Aviacion Civil y Telecomunicasciones",NULL,"ENA","ENA","Spain"
"2031","Direct Air",NULL,"DIA","BLUE SKY","United States"
"2032","Direct Air trading as Midway Connection",NULL,"XAP","MID-TOWN","United States"
"2033","Direct Flight",NULL,"DCT",,"United Kingdom"
"2034","Sky Express",NULL,"SXP","EXPRESS SKY","Poland"
"2035","Dirgantara Air Service","AW","DIR","DIRGANTARA","Indonesia"
"2036","Discover Air",NULL,"DCV","DISCOVER","United States"
"2037","Discovery Airways","DH","DVA","DISCOVERY AIRWAYS","United States"
"2038","Dispatch Services",NULL,"XDS",,"United States"
"2039","Dix Aviation",NULL,"DIX","DIX FLIGHT","Germany"
"2040","Dixie Airways",NULL,"DEE","TACAIR","United States"
"2041","Djibouti Airlines","D8","DJB","DJIBOUTI AIR","Djibouti"
"2042","Dniproavia",NULL,"UDN","DNIEPRO","Ukraine"
"2043","Flying Dolphin Airlines",NULL,"FDN","FLYING DOLPHIN","United Arab Emirates"
"2044","Dolphin Express Airlines",NULL,"IXX","ISLAND EXPRESS","United States"
"2045","Dome Petroleum",NULL,"DPL","DOME","Canada"
"2046","Dominguez Toledo (Grupo Mayoral)",NULL,"MYO","MAYORAL","Spain"
"2047","Dominicana de Aviaci","DO","DOA","DOMINICANA","Dominican Republic"
"2048","Domodedovo Airlines","E3","DMO","DOMODEDOVO","Russia"
"2049","Don Avia",NULL,"DVB","DONSEBAI","Kazakhstan"
"2050","Donair Flying Club",NULL,"DON","DONAIR","United Kingdom"
"2051","DonbassAero","5D","UDC","DONBASS AERO","Ukraine"
"2052","Dorado Air",NULL,"DAD","DORADO AIR","Dominican Republic"
"2053","Dornier",NULL,"DOR","DORNIER","Germany"
"2054","Dornier Aviation Nigeria",NULL,"DAV","DANA AIR","Nigeria"
"2055","Dos Mundos",NULL,"DOM","DOS MUNDOS","Dominican Republic"
"2056","Dragonair","KA","HDA"," Hong Kong Dragon Airlines","DRAGON"
"2057","Dreamcatcher Airways",NULL,"DCA","DREAM CATCHER","United Kingdom"
"2058","Druk Air","KB","DRK","ROYAL BHUTAN","Bhutan"
"2059","Drummond Island Air",NULL,"DRE","MICHIGAN","United States"
"2060","Dubai Airwing",NULL,"DUB","DUBAI","United Arab Emirates"
"2061","Dubrovnik Air",NULL,"DBK","SEAGULL","Croatia"
"2062","Ducair",NULL,"DUK","LION KING","Luxembourg"
"2063","Duchess of Britany (Jersey) Limited",NULL,"DBJ","DUCHESS","United Kingdom"
"2064","UK Royal/HRH Duke of York",NULL,"LPD","LEOPARD","United Kingdom"
"2065","Dun'Air",NULL,"DUN","DUNAIR","Mauritania"
"2066","Duncan Aviation",NULL,"PHD","PANHANDLE","United States"
"2067","Dunyaya Bakis Hava Tasimaciligi",NULL,"VVF","WORLDFOCUS","Turkey"
"2068","Duo Airways",NULL,"DUO","FLY DUO","United Kingdom"
"2069","Durango Jet",NULL,"DJE","DURANGO JET","Mexico"
"2070","Dutch Antilles Express",NULL,"DNL","DUTCH ANTILLES","Netherlands Antilles"
"2071","Dutch Caribbean Express",NULL,"DCE","DUTCH CARIBBEAN","Netherlands Antilles"
"2072","Dutchbird",NULL,"DBR","DUTCHBIRD","Netherlands"
"2073","Dwyer Aircraft Services",NULL,"DFS","DWYAIR","United States"
"2074","Dynair Services",NULL,"XDY",,"United States"
"2075","Dynamair Aviation",NULL,"DNR","DYNAMAIR","Canada"
"2076","Dynamic Air",NULL,"DYE","DYNAMIC","Netherlands"
"2077","dba","DI","BAG","SPEEDWAY","Germany"
"2078","E H Darby Aviation",NULL,"EHD","PLATINUM AIR","United States"
"2079","Electronic Data Systems","1C",,,"Switzerland"
"2080","Electronic Data Systems",NULL,"1Y",,
"2081","EAA Escola De Aviacao Aerocondor",NULL,"EAD","AERO-ESCOLA","Portugal"
"2082","Executive Airlines Services",NULL,"EXW","ECHOLINE","Nigeria"
"2083","EFAOS- Agencia De Viagens e Turismo",NULL,"EFS","EFAOS","Angola"
"2084","EFD Eisele Flugdienst",NULL,"EFD","EVER FLIGHT","Germany"
"2085","EFS-Flugservice",NULL,"FSD","FLUGSERVICE","Germany"
"2086","EIS Aircraft",NULL,"EIS","COOL","Germany"
"2087","EPAG Groupe Air France",NULL,"IAG","EPAG","France"
"2088","ESI Eliservizi Italiani",NULL,"ESI","ELISERVIZI","Italy"
"2089","EU Airways",NULL,"EUY","EUROAIRWAYS","Ireland"
"2090","EUjet","VE","EUJ","UNION JET","Ireland"
"2091","EVA Air","BR","EVA","EVA","Taiwan"
"2092","Eagle Aero",NULL,"ICR","ICARUS FLIGHTS","United States"
"2093","Eagle Air",NULL,"EGR","EAGLE SIERRA","Sierra Leone"
"2094","Eagle Air","H7",,,"Uganda"
"2095","Eagle Air Company",NULL,"EGX","THAI EAGLE","Thailand"
"2096","Eagle Air Iceland",NULL,"FEI","ARCTIC EAGLE","Iceland"
"2097","Eagle Aviation",NULL,"EGU","AFRICAN EAGLE","Uganda"
"2098","Eagle Aviation",NULL,"GYP","GYPSY","United Kingdom"
"2099","Eagle Aviation France",NULL,"EGN","FRENCH EAGLE","France"
"2100","Eagle International",NULL,"SEG","SEN-EAGLE","Senegal"
"2101","Eagle Jet Charter",NULL,"EGJ","EAGLE JET","United States"
"2102","Eaglemed (Ballard Aviation)",NULL,"EMD","EAGLEMED","United States"
"2103","Earth Airlines Services",NULL,"ERX","EARTH AIR","Nigeria"
"2104","East African","QU","UGX","CRANE","Uganda"
"2105","East African Safari Air","S9","HSA","DUMA","Kenya"
"2106","East African Safari Air Express",NULL,"EXZ","TWIGA","Kenya"
"2107","East Asia Airlines",NULL,"EMU",,"Macao"
"2108","East Coast Airways",NULL,"ECT","EASTWAY","South Africa"
"2109","East Coast Jets",NULL,"ECJ","EASTCOAST JET","United States"
"2110","East Hampton Aire",NULL,"EHA","AIRE HAMPTON","United States"
"2111","East Kansas City Aviation",NULL,"EKC","BLUE GOOSE","United States"
"2112","East Midlands Helicopters",NULL,"CTK","COSTOCK","United Kingdom"
"2113","East Star Airlines",NULL,"DXH","EAST STAR","China"
"2114","East-West Airlines",NULL,"EWA","EASTWEST","Australia"
"2115","Eastern Air",NULL,"EAZ","EASAIR","Zambia"
"2116","Eastern Air Executive",NULL,"EAX","EASTEX","United Kingdom"
"2117","Eastern Airways","T3","EZE","EASTFLIGHT","United Kingdom"
"2118","Eastern Australia Airlines",NULL,"EAQ",,"Australia"
"2119","Eastern Carolina Aviation",NULL,"ECI","EASTERN CAROLINA","United States"
"2120","Eastern Executive Air Charter",NULL,"GNS","GENESIS","United Kingdom"
"2121","Eastern Express",NULL,"LIS","LARISA","Kazakhstan"
"2122","Eastern Metro Express",NULL,"EME","EMAIR","United States"
"2123","Eastern Pacific Aviation",NULL,"EPB","EAST PAC","Canada"
"2124","Eastern Sky Jets",NULL,"ESJ","EASTERN SKYJETS","United Arab Emirates"
"2125","Eastland Air","DK","ELA",,"Australia"
"2126","Eastwind Airlines","W9","SGR","STINGER","United States"
"2127","Easy Link Aviation Services",NULL,"FYE","FLYME","Nigeria"
"2128","Eckles Aircraft",NULL,"CMN","CIMMARON AIRE","United States"
"2129","Eclipse Aviation",NULL,"EJT","ECLIPSE JET","United States"
"2130","Eco Air",NULL,"ECQ","SKYBRIDGE","Nigeria"
"2131","Ecoair",NULL,"DEI",,"Algeria"
"2132","Ecomex Air Cargo",NULL,"ECX","AIR ECOMEX","Angola"
"2133","Ecotour",NULL,"ECD","ECOTOUR","Mexico"
"2134","Ecoturistica de Xcalak",NULL,"XCC","XCALAK","Mexico"
"2135","Ecuatoguineana De Aviacion (EGA)",NULL,"ECV","EQUATOGUINEA","Equatorial Guinea"
"2136","Ecuatorial Cargo",NULL,"EQC","ECUA-CARGO","Equatorial Guinea"
"2137","Ecuavia",NULL,"ECU","ECUAVIA","Ecuador"
"2138","Edelweiss Air","WK","EDW","EDELWEISS","Switzerland"
"2139","Edgartown Air",NULL,"SLO","SLOW","United States"
"2140","Edinburgh Air Charter",NULL,"EDC","SALTIRE","United Kingdom"
"2141","Edwards Jet Center of Montana",NULL,"EDJ","EDWARDS","United States"
"2142","Efata Papua Airlines",NULL,"EIJ","EFATA","Indonesia"
"2143","Egyptair","MS","MSR","EGYPTAIR","Egypt"
"2144","Egyptair Cargo",NULL,"MSX","EGYPTAIR CARGO","Egypt"
"2145","Egyptian Air Force",NULL,"EGY",,"Egypt"
"2146","Egyptian Aviation",NULL,"EJX",,"Egypt"
"2147","Egyptian Aviation Company",NULL,"EMA",,"Egypt"
"2148","Ei Air Exports",NULL,"EIX","AIR EXPORTS","Ireland"
"2149","Eirjet",NULL,"EIR","EIRJET","Ireland"
"2150","El Al Israel Airlines","LY","ELY","ELAL","Israel"
"2151","El Caminante Taxi Aereo",NULL,"CMX","EL CAMINANTE","Mexico"
"2152","El Quilada International Aviation",NULL,"GLQ","QUILADA","Sudan"
"2153","El Sal Air",NULL,"ELS","EL SAL","El Salvador"
"2154","El Sol De America",NULL,"ESC","SOLAMERICA","Venezuela"
"2155","El-Buraq Air Transport","UZ","BRQ","BURAQAIR","Libya"
"2156","Elan Express",NULL,"ELX","ELAN","United States"
"2157","Elbe Air Transport",NULL,"LBR","MOTION","Germany"
"2158","Elbrus-Avia Air Enterprise",NULL,"NLK","ELAVIA","Russia"
"2159","Eldinder Aviation",NULL,"DND","DINDER","Sudan"
"2160","Elicar",NULL,"PDV","ELICAR","Italy"
"2161","Elidolomiti",NULL,"EDO","ELIDOLOMITI","Italy"
"2162","Elieuro",NULL,"ELB","ELILOBARDIA","Italy"
"2163","Elifriulia",NULL,"EFG","ELIFRIULIA","Italy"
"2164","Elilario Italia",NULL,"ELH","LARIO","Italy"
"2165","Elilombarda",NULL,"EOA","LOMBARDA","Italy"
"2166","Elimediterranea",NULL,"MEE","ELIMEDITERRANEA","Italy"
"2167","Elios",NULL,"VUL","ELIOS","Italy"
"2168","Elipiu'",NULL,"IEP","ELIPIU","Italy"
"2169","Elisra Airlines",NULL,"RSA","ESRA","Sudan"
"2170","Elite Air",NULL,"EAI","ELAIR","Togo"
"2171","Elite Jets",NULL,"EJD","ELITE DUBAI","United Arab Emirates"
"2172","Elitellina",NULL,"FGS","ELITELLINA","Italy"
"2173","Elliott Aviation",NULL,"ELT","ELLIOT","United States"
"2174","Elmagal Aviation Services",NULL,"MGG","ELMAGAL","Sudan"
"2175","Elrom Aviation and Investments",NULL,"ELR",,"Israel"
"2176","Embassy Airlines",NULL,"EAM","EMBASSY AIR","Nigeria"
"2177","Embassy Freight Company",NULL,"EFT","EMBASSY FREIGHT","United States"
"2178","Empresa Brasileira De Aeronautica",NULL,"EMB","EMBRAER","Brazil"
"2179","Embry-Riddle Aeronautical University",NULL,"XSL","SATSLAB","United States"
"2180","Emerald Airways",NULL,"JEM","GEMSTONE","United Kingdom"
"2181","Emery Worldwide Airlines",NULL,"EWW","EMERY","United States"
"2182","Emetebe",NULL,"EMT","EMETEBE","Ecuador"
"2183","Emirates","EK","UAE","EMIRATES","United Arab Emirates"
"2184","Emoyeni Air Charter",NULL,"SBC","SABIAN AIR","South Africa"
"2185","Empire Air Service",NULL,"EMP","EMPIRE","United States"
"2186","Empire Airlines","EM","CFS","EMPIRE AIR","United States"
"2187","Empire Aviation Services",NULL,"MPR",,"Nigeria"
"2188","Empire Test Pilots' School",NULL,"ETP","TESTER","United Kingdom"
"2189","Empresa (Aero Uruguay)",NULL,"AUO"," S.A.","UNIFORM OSCAR"
"2190","Empresa Aero-Servicios Parrague",NULL,"PRG","ASPAR","Chile"
"2191","Empresa Aerocaribbean",NULL,"CRN","AEROCARIBBEAN","Cuba"
"2192","Empresa Aviacion Interamericana",NULL,"VNA","EBBA","Uruguay"
"2193","Empresa Ecuatoriana De Aviacion","EU","EEA","ECUATORIANA","Ecuador"
"2194","Empresa Nacional De Servicios Aereos",NULL,"CNI","SERAER","Cuba"
"2195","Empresa Venezolana",NULL,"VNE","VENEZOLANA","Venezuela"
"2196","Empresa de Aviacion Aerogaviota",NULL,"GTV","GAVIOTA","Cuba"
"2197","Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero",NULL,"XLT","INFRAERO","Brazil"
"2198","Endecots",NULL,"ENC","ENDECOTS","Ecuador"
"2199","Enimex",NULL,"ENI","ENIMEX","Estonia"
"2200","Enkor JSC","G8","ENK","ENKOR","Russia]]"
"2201","Enrique Gleisner Vivanco",NULL,"EGV","GLEISNER","Chile"
